States,Region,Latitude,Longitude,Date,Day,Type of Day,Month,Season,Period,Electricity Consumed
Pondy,SR,11.93499371,79.83000037,2019-01-07,Monday,Working,1,WINTER,pre-Covid-Lockdown,7.5
Bihar,SR,25.78541445,87.4799727,2019-01-07,Monday,Working,1,WINTER,pre-Covid-Lockdown,71.7
DVC,ER,22.4975,88.3527,2019-01-07,Monday,Working,1,WINTER,pre-Covid-Lockdown,65.4
Jharkhand,ER,23.80039349,86.41998572,2019-01-07,Monday,Working,1,WINTER,pre-Covid-Lockdown,23.0
Odisha,ER,19.82042971,85.90001746,2019-01-07,Monday,Working,1,WINTER,pre-Covid-Lockdown,71.6
West Bengal,ER,22.58039044,88.32994665,2019-01-07,Monday,Working,1,WINTER,pre-Covid-Lockdown,117.9
Sikkim,ER,27.3333303,88.6166475,2019-01-07,Monday,Working,1,WINTER,pre-Covid-Lockdown,1.3
Arunachal Pradesh,ER,27.10039878,93.61660071,2019-01-07,Monday,Working,1,WINTER,pre-Covid-Lockdown,2.0
Assam,NER,26.7499809,94.21666744,2019-01-07,Monday,Working,1,WINTER,pre-Covid-Lockdown,23.0
Manipur,NER,24.79997072,93.95001705,2019-01-07,Monday,Working,1,WINTER,pre-Covid-Lockdown,2.8
Meghalaya,NER,25.57049217,91.8800142,2019-01-07,Monday,Working,1,WINTER,pre-Covid-Lockdown,6.4
Mizoram,NER,23.71039899,92.72001461,2019-01-07,Monday,Working,1,WINTER,pre-Covid-Lockdown,1.7
Nagaland,NER,25.6669979,94.11657019,2019-01-07,Monday,Working,1,WINTER,pre-Covid-Lockdown,2.0
Tripura,NER,23.83540428,91.27999914,2019-01-07,Monday,Working,1,WINTER,pre-Covid-Lockdown,3.5
Punjab,NR,31.51997398,75.98000281,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,112.7
Haryana,NR,28.45000633,77.01999101,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,131.5
Rajasthan,NR,26.44999921,74.63998124,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,242.1
Delhi,NR,28.6699929,77.23000403,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,68.7
UP,NR,27.59998069,78.05000565,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,289.2
Uttarakhand,NR,30.32040895,78.05000565,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,39.7
HP,NR,31.10002545,77.16659704,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,30.1
J&K,NR,33.45,76.24,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,51.3
Chandigarh,NR,30.71999697,76.78000565,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,4.1
Chhattisgarh,WR,22.09042035,82.15998734,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,79.0
Gujarat,WR,22.2587,71.1924,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,323.3
MP,WR,21.30039105,76.13001949,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,256.0
Maharashtra,WR,19.25023195,73.16017493,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,415.4
Goa,WR,15.491997,73.81800065,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,9.1
DD,WR,20.4283,72.8397,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,6.6
DNH,WR,20.26657819,73.01661779999999,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,17.5
Andhra Pradesh,WR,14.7504291,78.57002559,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,163.3
Telangana,SR,18.1124,79.0193,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,182.0
Karnataka,SR,12.57038129,76.91999711,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,207.5
Kerala,SR,8.900372741,76.56999263,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,59.8
Tamil Nadu,SR,12.92038576,79.15004187,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,296.5
Pondy,SR,11.93499371,79.83000037,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,7.2
Bihar,SR,25.78541445,87.4799727,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,74.6
DVC,ER,22.4975,88.3527,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,65.1
Jharkhand,ER,23.80039349,86.41998572,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,24.6
Odisha,ER,19.82042971,85.90001746,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,70.4
West Bengal,ER,22.58039044,88.32994665,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,112.6
Sikkim,ER,27.3333303,88.6166475,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,1.4
Arunachal Pradesh,ER,27.10039878,93.61660071,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,2.4
Assam,NER,26.7499809,94.21666744,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,22.1
Manipur,NER,24.79997072,93.95001705,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,2.9
Meghalaya,NER,25.57049217,91.8800142,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,6.4
Mizoram,NER,23.71039899,92.72001461,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,1.7
Nagaland,NER,25.6669979,94.11657019,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,2.1
Tripura,NER,23.83540428,91.27999914,2019-01-08,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,3.4
Punjab,NR,31.51997398,75.98000281,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,113.5
Haryana,NR,28.45000633,77.01999101,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,131.0
Rajasthan,NR,26.44999921,74.63998124,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,243.4
Delhi,NR,28.6699929,77.23000403,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,71.1
UP,NR,27.59998069,78.05000565,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,289.2
Uttarakhand,NR,30.32040895,78.05000565,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,39.6
HP,NR,31.10002545,77.16659704,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,30.3
J&K,NR,33.45,76.24,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,51.3
Chandigarh,NR,30.71999697,76.78000565,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,3.9
Chhattisgarh,WR,22.09042035,82.15998734,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,80.0
Gujarat,WR,22.2587,71.1924,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,322.5
MP,WR,21.30039105,76.13001949,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,257.0
Maharashtra,WR,19.25023195,73.16017493,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,415.3
Goa,WR,15.491997,73.81800065,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,8.9
DD,WR,20.4283,72.8397,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,6.7
DNH,WR,20.26657819,73.01661779999999,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,17.4
Andhra Pradesh,WR,14.7504291,78.57002559,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,161.2
Telangana,SR,18.1124,79.0193,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,180.5
Karnataka,SR,12.57038129,76.91999711,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,206.0
Kerala,SR,8.900372741,76.56999263,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,59.9
Tamil Nadu,SR,12.92038576,79.15004187,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,296.1
Pondy,SR,11.93499371,79.83000037,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,7.4
Bihar,SR,25.78541445,87.4799727,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,74.9
DVC,ER,22.4975,88.3527,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,65.1
Jharkhand,ER,23.80039349,86.41998572,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,24.4
Odisha,ER,19.82042971,85.90001746,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,68.9
West Bengal,ER,22.58039044,88.32994665,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,108.2
Sikkim,ER,27.3333303,88.6166475,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,1.4
Arunachal Pradesh,ER,27.10039878,93.61660071,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,2.1
Assam,NER,26.7499809,94.21666744,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,21.8
Manipur,NER,24.79997072,93.95001705,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,2.8
Meghalaya,NER,25.57049217,91.8800142,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,6.7
Mizoram,NER,23.71039899,92.72001461,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,1.7
Nagaland,NER,25.6669979,94.11657019,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,2.0
Tripura,NER,23.83540428,91.27999914,2019-01-09,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,3.6
Punjab,NR,31.51997398,75.98000281,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,113.8
Haryana,NR,28.45000633,77.01999101,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,129.9
Rajasthan,NR,26.44999921,74.63998124,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,238.3
Delhi,NR,28.6699929,77.23000403,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,71.0
UP,NR,27.59998069,78.05000565,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,292.5
Uttarakhand,NR,30.32040895,78.05000565,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,40.7
HP,NR,31.10002545,77.16659704,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,30.6
J&K,NR,33.45,76.24,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,52.3
Chandigarh,NR,30.71999697,76.78000565,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,3.8
Chhattisgarh,WR,22.09042035,82.15998734,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,84.2
Gujarat,WR,22.2587,71.1924,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,324.8
MP,WR,21.30039105,76.13001949,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,257.9
Maharashtra,WR,19.25023195,73.16017493,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,414.9
Goa,WR,15.491997,73.81800065,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,9.0
DD,WR,20.4283,72.8397,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,6.7
DNH,WR,20.26657819,73.01661779999999,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,17.7
Andhra Pradesh,WR,14.7504291,78.57002559,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,164.6
Telangana,SR,18.1124,79.0193,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,182.2
Karnataka,SR,12.57038129,76.91999711,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,213.3
Kerala,SR,8.900372741,76.56999263,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,64.4
Tamil Nadu,SR,12.92038576,79.15004187,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,293.2
Pondy,SR,11.93499371,79.83000037,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,7.6
Bihar,SR,25.78541445,87.4799727,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,78.6
DVC,ER,22.4975,88.3527,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,65.1
Jharkhand,ER,23.80039349,86.41998572,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,24.8
Odisha,ER,19.82042971,85.90001746,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,68.3
West Bengal,ER,22.58039044,88.32994665,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,114.2
Sikkim,ER,27.3333303,88.6166475,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,1.4
Arunachal Pradesh,ER,27.10039878,93.61660071,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,2.1
Assam,NER,26.7499809,94.21666744,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,22.5
Manipur,NER,24.79997072,93.95001705,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,2.9
Meghalaya,NER,25.57049217,91.8800142,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,6.6
Mizoram,NER,23.71039899,92.72001461,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,1.5
Nagaland,NER,25.6669979,94.11657019,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,2.1
Tripura,NER,23.83540428,91.27999914,2019-01-10,Thursday,Working,1,WINTER,pre-Covid-Lockdown,4.1
Punjab,NR,31.51997398,75.98000281,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,115.0
Haryana,NR,28.45000633,77.01999101,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,131.2
Rajasthan,NR,26.44999921,74.63998124,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,244.0
Delhi,NR,28.6699929,77.23000403,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,71.4
UP,NR,27.59998069,78.05000565,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,293.3
Uttarakhand,NR,30.32040895,78.05000565,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,40.5
HP,NR,31.10002545,77.16659704,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,30.4
J&K,NR,33.45,76.24,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,53.0
Chandigarh,NR,30.71999697,76.78000565,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,3.9
Chhattisgarh,WR,22.09042035,82.15998734,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,81.3
Gujarat,WR,22.2587,71.1924,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,329.5
MP,WR,21.30039105,76.13001949,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,258.1
Maharashtra,WR,19.25023195,73.16017493,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,410.9
Goa,WR,15.491997,73.81800065,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,9.5
DD,WR,20.4283,72.8397,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,6.9
DNH,WR,20.26657819,73.01661779999999,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,17.5
Andhra Pradesh,WR,14.7504291,78.57002559,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,165.0
Telangana,SR,18.1124,79.0193,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,183.5
Karnataka,SR,12.57038129,76.91999711,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,219.0
Kerala,SR,8.900372741,76.56999263,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,66.2
Tamil Nadu,SR,12.92038576,79.15004187,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,295.2
Pondy,SR,11.93499371,79.83000037,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,7.6
Bihar,SR,25.78541445,87.4799727,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,77.4
DVC,ER,22.4975,88.3527,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,66.2
Jharkhand,ER,23.80039349,86.41998572,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,24.4
Odisha,ER,19.82042971,85.90001746,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,70.8
West Bengal,ER,22.58039044,88.32994665,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,115.4
Sikkim,ER,27.3333303,88.6166475,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,1.4
Arunachal Pradesh,ER,27.10039878,93.61660071,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,2.4
Assam,NER,26.7499809,94.21666744,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,23.0
Manipur,NER,24.79997072,93.95001705,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,2.9
Meghalaya,NER,25.57049217,91.8800142,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,6.3
Mizoram,NER,23.71039899,92.72001461,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,1.8
Nagaland,NER,25.6669979,94.11657019,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,2.2
Tripura,NER,23.83540428,91.27999914,2019-01-11,Friday,Working,1,WINTER,pre-Covid-Lockdown,4.2
Punjab,NR,31.51997398,75.98000281,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,112.8
Haryana,NR,28.45000633,77.01999101,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,130.2
Rajasthan,NR,26.44999921,74.63998124,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,234.2
Delhi,NR,28.6699929,77.23000403,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,67.7
UP,NR,27.59998069,78.05000565,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,291.9
Uttarakhand,NR,30.32040895,78.05000565,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,39.4
HP,NR,31.10002545,77.16659704,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,29.9
J&K,NR,33.45,76.24,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,54.2
Chandigarh,NR,30.71999697,76.78000565,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,3.6
Chhattisgarh,WR,22.09042035,82.15998734,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,79.3
Gujarat,WR,22.2587,71.1924,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,327.3
MP,WR,21.30039105,76.13001949,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,259.0
Maharashtra,WR,19.25023195,73.16017493,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,412.5
Goa,WR,15.491997,73.81800065,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,9.4
DD,WR,20.4283,72.8397,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,7.0
DNH,WR,20.26657819,73.01661779999999,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,17.5
Andhra Pradesh,WR,14.7504291,78.57002559,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,162.8
Telangana,SR,18.1124,79.0193,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,179.3
Karnataka,SR,12.57038129,76.91999711,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,215.2
Kerala,SR,8.900372741,76.56999263,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,67.0
Tamil Nadu,SR,12.92038576,79.15004187,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,290.2
Pondy,SR,11.93499371,79.83000037,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,7.9
Bihar,SR,25.78541445,87.4799727,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,74.4
DVC,ER,22.4975,88.3527,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,69.6
Jharkhand,ER,23.80039349,86.41998572,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,24.6
Odisha,ER,19.82042971,85.90001746,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,71.2
West Bengal,ER,22.58039044,88.32994665,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,114.2
Sikkim,ER,27.3333303,88.6166475,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,1.4
Arunachal Pradesh,ER,27.10039878,93.61660071,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,2.2
Assam,NER,26.7499809,94.21666744,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,23.8
Manipur,NER,24.79997072,93.95001705,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,3.0
Meghalaya,NER,25.57049217,91.8800142,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,6.4
Mizoram,NER,23.71039899,92.72001461,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,1.9
Nagaland,NER,25.6669979,94.11657019,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,2.3
Tripura,NER,23.83540428,91.27999914,2019-01-12,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,4.0
Punjab,NR,31.51997398,75.98000281,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,107.4
Haryana,NR,28.45000633,77.01999101,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,116.6
Rajasthan,NR,26.44999921,74.63998124,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,233.9
Delhi,NR,28.6699929,77.23000403,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,65.4
UP,NR,27.59998069,78.05000565,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,285.5
Uttarakhand,NR,30.32040895,78.05000565,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,35.6
HP,NR,31.10002545,77.16659704,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,27.3
J&K,NR,33.45,76.24,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,54.2
Chandigarh,NR,30.71999697,76.78000565,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,3.2
Chhattisgarh,WR,22.09042035,82.15998734,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,81.8
Gujarat,WR,22.2587,71.1924,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,315.6
MP,WR,21.30039105,76.13001949,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,253.7
Maharashtra,WR,19.25023195,73.16017493,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,401.3
Goa,WR,15.491997,73.81800065,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,9.5
DD,WR,20.4283,72.8397,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,6.9
DNH,WR,20.26657819,73.01661779999999,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,17.3
Andhra Pradesh,WR,14.7504291,78.57002559,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,161.7
Telangana,SR,18.1124,79.0193,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,178.7
Karnataka,SR,12.57038129,76.91999711,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,201.9
Kerala,SR,8.900372741,76.56999263,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,60.3
Tamil Nadu,SR,12.92038576,79.15004187,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,275.1
Pondy,SR,11.93499371,79.83000037,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,7.3
Bihar,SR,25.78541445,87.4799727,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,75.7
DVC,ER,22.4975,88.3527,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,66.2
Jharkhand,ER,23.80039349,86.41998572,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,24.8
Odisha,ER,19.82042971,85.90001746,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,68.3
West Bengal,ER,22.58039044,88.32994665,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,104.1
Sikkim,ER,27.3333303,88.6166475,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,1.4
Arunachal Pradesh,ER,27.10039878,93.61660071,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,2.2
Assam,NER,26.7499809,94.21666744,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,23.4
Manipur,NER,24.79997072,93.95001705,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,2.7
Meghalaya,NER,25.57049217,91.8800142,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,6.3
Mizoram,NER,23.71039899,92.72001461,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,1.9
Nagaland,NER,25.6669979,94.11657019,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,2.1
Tripura,NER,23.83540428,91.27999914,2019-01-13,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,3.8
Punjab,NR,31.51997398,75.98000281,2019-01-14,Monday,Working,1,WINTER,pre-Covid-Lockdown,108.1
Haryana,NR,28.45000633,77.01999101,2019-01-14,Monday,Working,1,WINTER,pre-Covid-Lockdown,126.0
Rajasthan,NR,26.44999921,74.63998124,2019-01-14,Monday,Working,1,WINTER,pre-Covid-Lockdown,231.0
Delhi,NR,28.6699929,77.23000403,2019-01-14,Monday,Working,1,WINTER,pre-Covid-Lockdown,68.9
UP,NR,27.59998069,78.05000565,2019-01-14,Monday,Working,1,WINTER,pre-Covid-Lockdown,282.8
Uttarakhand,NR,30.32040895,78.05000565,2019-01-14,Monday,Working,1,WINTER,pre-Covid-Lockdown,38.2
HP,NR,31.10002545,77.16659704,2019-01-14,Monday,Working,1,WINTER,pre-Covid-Lockdown,28.5
J&K,NR,33.45,76.24,2019-01-14,Monday,Working,1,WINTER,pre-Covid-Lockdown,50.2
